key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-296974786,"The evolutionary history of {Symbiodinium} and scleractinian hosts-{Symbiosis}, diversity, and the effect of climate change",2006,,,"Perspectives in Plant Ecology, Evolution and Systematics",14338319,8,1,23--43,"Stat, M. and Carter, D. and Hoegh-Guldberg, O.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748182761&doi=10.1016%2fj.ppees.2006.04.001&partnerID=40&md5=d5198f7c9c49befa9ca6ee51b9c63cae,English,,,"Marine invertebrates representing at least five phyla are symbiotic with dinoflagellates from the genus Symbiodinium. This group of single-celled protists was once considered to be a single pandemic species, Symbiodinium microadriaticum. Molecular investigations over the past 25 years have revealed, however, that Symbiodinium is a diverse group of organisms with at least eight (A-H) divergent clades that in turn contain multiple molecular subclade types. The diversity within this genus may subsequently determine the response of corals to normal and stressful conditions, leading to the proposal that the symbiosis may impart unusually rapid adaptation to environmental change by the metazoan host. These questions have added importance due to the critical challenges that corals and the reefs they build face as a consequence of current rapid climate change. This review outlines our current understanding of the diverse genus Symbiodinium and explores the ability of this genus and its symbioses to adapt to rapid environmental change. © 2006 Rübel Foundation, ETH Zürich.","Publisher: Elsevier GmbH | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,climate change;coral;Anthozoa;symbiosis;Invertebrata;Scleractinia;coral bleaching;dinoflagellate;environmental change;Dinophyceae;invertebrate;Symbiodinium;coevolution;Metazoa;metazoan;protist;species diversity;host specificity;evolutionary theory;Protista;stress field;Symbiodinium microadriaticum;rDNA,,
rayyan-296974787,Coral reef restoration projects in {Thailand},2006,,,Ocean and Coastal Management,9645691,49,9,562--575,"Yeemin, T. and Sutthacheep, M. and Pettongma, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748317852&doi=10.1016%2fj.ocecoaman.2006.06.002&partnerID=40&md5=f3f3d4745a358295a2435ad7ae24be2c,English,,,"The degradation and deterioration of coral reefs in Thailand has continued for several decades due to pressures from fishery and tourism activities and, more recently, from bleaching. Several institutions and organizations, from both the government and the private sector, have been involved in programs to restore degraded coral reefs. The objectives, scales and methods of these restoration projects have varied widely. This paper briefly reviews the achievements of selected coral reef restoration projects and provides guidelines for future restoration initiatives. The high cost and limited scale of restoration projects puts the onus on governments and communities to prevent damage to coral reefs in the first place. Where restoration is necessary, basic data on the biology and ecology of target species of corals, socio-economic analyses and the involvement of local communities in all stages of the project are key elements for success. © 2006 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;Restoration;Fisheries;fishery;Anthozoa;Bleaching;Thailand;governance approach;environmental restoration;Economic and social effects;Coastal engineering;Ocean habitats;Southeast Asia;Societies and institutions;Degradation;Asia;Coral reefs;Eurasia;land degradation;land reform;project management;Restoration projects;Socio-economic analyses;Tourism activities;tourist behavior;Coral Reefs,,
rayyan-296974838,Shifting the paradigm of coral-reef 'health' assessment,2005,,,Marine Pollution Bulletin,0025326X,51,5,486--494,"Downs, C.A. and Woodley, C.M. and Richmond, R.H. and Lanning, L.L. and Owen, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744536755&doi=10.1016%2fj.marpolbul.2005.06.028&partnerID=40&md5=2f00703a02e1d82acc2ab839dd5d1f8d,English,,,"Coral reefs are in crisis. Globally, our reefs are degrading at an accelerating rate and present methodologies for coral-reef 'health' assessment, although providing important information in describing these global declines, have been unable to halt these declines. These assessments are usually employed with no clear purpose and using uncorrelated methods resulting in a failure to prevent or mitigate coral reef deterioration. If we are to ever successfully intervene, we must move beyond the current paradigm, where assessments and intervention decisions are based primarily on descriptive science and embrace a paradigm that promotes both descriptive and mechanistic science to recognize a problem, and recognize it before it becomes a crisis. The primary methodology in this alternative paradigm is analogous to the clinical and diagnostic methodologies of evidence-based medicine. Adopting this new paradigm can provide the evidence to target management actions on those stressors currently impacting reef ecosystems as well as providing a means for proactive management actions to avert irreversible habitat decline. © 2005 Elsevier Ltd. All rights reserved.","Publisher: Elsevier Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;marine ecosystem;Coral reef;ecosystem;Ecosystems;environmental impact;sea pollution;review;Biodiversity;environmental exposure;risk assessment;Anthozoa;environmental protection;Marine biology;environmental change;ecosystem health;Health;pollution monitoring;Ecology;environmental planning;environmental disturbance;high temperature;evidence based medicine;global perspective;health care policy;Monitoring and assessment;Diagnostics;health promotion;medical assessment;Natural sciences;Paradigm;paradigm shift,,
rayyan-296974839,The ecotoxicological effects of {Photosystem} {II} herbicides on corals,2005,,,Marine Pollution Bulletin,0025326X,51,5,495--506,"Jones, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744505100&doi=10.1016%2fj.marpolbul.2005.06.027&partnerID=40&md5=e49d9ffecfbafaa8b6e8940dc35bba00,English,,,"The recent discovery of contamination of the tropical marine environment by Photosystem II (PSII) herbicides used in agriculture and antifouling paints has led to concerns regarding the effects on corals and their symbiotic dinoflagellate algae. In reviewing the ecotoxicological studies conducted so far, PSII herbicides appear able to readily penetrate the coral tissues and rapidly (within minutes) reduce the photochemical efficiency of the intracellular algal symbionts. The dinoflagellates appear at least as sensitive to PSII herbicides as other phototrophs tested so far, with photosynthesis being affected at exceptionally low concentrations (i.e. in the ng l-1 range). At these levels and over short exposure periods, the effects can be fully reversible (i.e. when corals are returned to clean seawater) and vary according to type of herbicide; however, when exposed to higher concentrations in the light or over longer exposure periods, it results in a long-term sustained reduction of the photochemical efficiency of the algae (symptomatic of chronic photoinhibition). This can result in the dissociation of the symbiosis (bleaching) which is a common but nevertheless significant sub lethal stress response requiring many months to recover from. It is argued that the reliance of corals on an endosymbiotic photoautotrophic energy source, together with predilection for the symbiosis to dissociate when photosynthesis of the algae is affected, renders coral particularly susceptible to changes in environmental conditions-and especially phytotoxins such as PSII herbicides. © 2005 Elsevier Ltd. All rights reserved.","Publisher: Elsevier Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;Ecosystems;environmental impact;marine environment;marine pollution;sea pollution;coral;review;ecotoxicology;environmental exposure;pollution exposure;Anthozoa;pollution effect;Coral;photosynthesis;symbiosis;diuron;Marine biology;symbiont;water contamination;dinoflagellate;Dinophyceae;endosymbiont;herbicide;algae;phototropism;antifouling agent;Ecology;Photosynthesis;Algae;Herbicides;Diuron;photosystem II;Dinoflagellate;Ecotoxicological study;photochemical efficiency;photoinhibition;plant toxin;Toxic materials;PAM,,
rayyan-296974844,Is photoinhibition of zooxanthellae photosynthesis the primary cause of thermal bleaching in corals?,2005,,,Global Change Biology,13541013,11,1,1--11,"Smith, D.J. and Suggett, D.J. and Baker, N.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344304366&doi=10.1111%2fj.1529-8817.2003.00895.x&partnerID=40&md5=05786fbb80f4b1df2f460282d360cea6,English,,,"The bleaching of corals in response to increases in temperature has resulted in significant coral reef degradation in many tropical marine ecosystems. This bleaching has frequently been attributed to photoinhibition of photosynthetic electron transport and the consequent photodamage to photosystem II (PSII) and the production of damaging reactive oxygen species (ROS) in the zooxanthellae (Symbiodinium spp.). However, these events may be because of perturbations of other processes occurring within the zooxanthellae or the host cells, and consequently constitute only secondary responses to temperature increase. The processes involved with the onset of photoinhibition of electron transport, photodamage to PSII and pigment bleaching in coral zooxanthellae are reviewed. Consideration is given to how increases in temperature might lead to perturbations of metabolic processes in the zooxanthellae and/or their host cells, which could trigger events leading to bleaching. It is concluded that production of ROS by the thylakoid photosynthetic apparatus in the zooxanthellae plays a major role in the onset of bleaching resulting from photoinhibition of photosynthesis, although it is not clear which particular ROS are involved. It is suggested that hydrogen peroxide generated in the zooxanthellae may have a signalling role in triggering the mechanisms that result in expulsion of zooxanthellae from corals. © 2005 Blackwell Publishing Ltd.","Publisher: Blackwell Publishing Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;Anthozoa;photosynthesis;coral bleaching;Symbiodinium;hydrogen peroxide;zooxanthella;reactive oxygen species;temperature effect;photoinhibition;singlet oxygen;corals;zooxanthellae,,
rayyan-296974845,The {Vibrio} shiloi/{Oculina} patagonica model system of coral bleaching,2004,,,Annual Review of Microbiology,664227,58,,143--159,"Rosenberg, E. and Falkovitz, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244236051&doi=10.1146%2fannurev.micro.58.030603.123610&partnerID=40&md5=85a5f9dc7668260875f2f8e6bcf24703,English,,,"The scleractinian coral Oculina patagonica undergoes bleaching (loss of its endosymbiotic zooxanthellae) every summer in the eastern Mediterranean Sea when seawater temperatures rise. The causative agent of the disease is Vibrio shiloi. The pathogen adheres to a β-galactoside-containing receptor in the coral mucus, penetrates into epithelial cells, differentiates into a viable-but-not-culturable form, multiplies, and produces a proline-rich peptide toxin that inhibits photosynthesis of the zooxanthellae in the presence of ammonia. Several of the virulence factors, such as adhesin, toxin, and superoxide dismutase, are produced only at the elevated summer seawater temperatures. The fireworm Hermodice carunculata is a winter reservoir and spring/summer vector for V. shiloi. The generality of the bacterial hypothesis of coral bleaching is discussed.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;disease transmission;Animals;coral;nonhuman;review;Anthozoa;bacterial growth;Escherichia coli;ultraviolet radiation;Ultraviolet Rays;photosynthesis;Mediterranean Sea;Scleractinia;unclassified drug;Temperature;priority journal;water temperature;ammonia;Bacteria (microorganisms);Oculina patagonica;Vibrio;Pocillopora damicornis;fluorescence in situ hybridization;superoxide dismutase;Vibrio coralliilyticus;Photobleaching;Marine Toxins;Hermodice carunculata;Vibrio shiloi;endosymbiosis;phylogenetic tree;nucleotide sequence;Photosynthesis;bacterial virulence;Negibacteria;virulence factor;chemotaxis;Vibrio shilonii;adhesin;Bacterial Adhesion;bacterial toxin;bacterium adherence;beta galactoside;toxin P,,
rayyan-296974860,Experimental biology of coral reef ecosystems,2004,,,Journal of Experimental Marine Biology and Ecology,220981,300,1,217--252,"Lesser, M.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342581482&doi=10.1016%2fj.jembe.2003.12.027&partnerID=40&md5=4c6de10887fb0127608a68a233374973,English,,,"Coral reef ecosystems are at the crossroads. While significant gaps still exist in our understanding of how ""normal"" reefs work, unprecedented changes in coral reef systems have forced the research community to change its focus from basic research to understand how one of the most diverse ecosystems in the world works to basic research with strong applied implications to alleviate damage, save, or restore coral reef ecosystems. A wide range of stressors on local, regional, and global spatial scales including over fishing, diseases, large-scale disturbance events, global climate change (e.g., ozone depletion, global warming), and over population have all contributed to declines in coral cover or phase shifts in community structure on time scales never observed before. Many of these changes are directly or indirectly related to anthropogenically induced changes in the global support network that affects all ecosystems. This review focuses on some recent advances in the experimental biology of coral reef ecosystems, and in particular scleractinian corals, at all levels of biological organization. Many of the areas of interest and techniques discussed reflect a progression of technological advances in biology and ecology but have found unique and timely application in the field of experimental coral reef biology. The review, by nature, will not be exhaustive and reflects the author's interests to a large degree. Because of the voluminous literature available, an attempt has been made to capture the essential elements and references for each topic discussed. © 2004 Elsevier B.V. All rights reserved.","Publisher: Elsevier | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;Anthozoa;Scleractinia;research;habitat conservation;human activity;coral reef ecosystems;experimental biology;global climate change,,
rayyan-296974866,Coral-algal phase shifts on coral reefs: {Ecological} and environmental aspects,2004,,,Progress in Oceanography,796611,60,2,263--279,"McManus, J.W. and Polsenberg, J.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142699681&doi=10.1016%2fj.pocean.2004.02.014&partnerID=40&md5=58d61e4a2d594277324217eb3cd1634a,English,,,"This paper briefly reviews coral-algal phase shifts on coral reefs, with particular regard to summarizing the exogenous and endogenous factors in support of a proposed conceptual model, and to identifying critical information gaps. A phase shift occurs on a coral reef when the cover of a substrate by scleractinian corals is reduced in favor of macroalgal dominance, and resilience of the former condition is retarded because of ecological processes and/or environmental conditions. The change is often, but not always, associated with a perturbation such as coral bleaching, outbreaks of a coral-eating species, or storm damage. The new state is generally associated with some combination of reduced herbivory (from disease and/or fishing) and nutrient enrichment, although the relative importance of these factors is under debate and may vary among locations and even across single reefs. Disturbances that result in a state of generally low biotic three-dimensional structural complexity often precede a phase shift. Following such a disturbance, the system will pass to a state of higher biotic structural complexity, with either macroalgae or coral dominating. As the community progresses towards larger and more three-dimensionally complex corals or macroalgae, it exhibits greater resistance to shifting dominance from one state to the other. Studies of the phase-shift phenomena have been generally conducted at scales that are small relative to the sizes and inherent variability of whole coral reefs and systems of reefs. There is an urgent need for studies aimed at quantifying and simulating cause and effect aspects of the phase shift, including human-environment coupling, particularly in support of coral reef decision-making. © 2004 Published by Elsevier Ltd.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Oceanography;coral reef;marine ecosystem;Anthozoa;Decision making;Scleractinia;environmental change;Bleaching;alga;ecosystem function;algae;Structural complexity;Ecology;Environmental impact;Algae;Mathematical models;Coral reefs;Coral-eating species;Macroalgae,,
rayyan-296974867,Disease and immunity in {Caribbean} and {Indo}-{Pacific} zooxanthellate corals,2004,,,Marine Ecology Progress Series,1718630,266,,273--302,"Sutherl and , K.P. and Porter, J.W. and Torres, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-1342332601&doi=10.3354%2fmeps266273&partnerID=40&md5=26bad15174cab7bb3d59cddd4f2f3203,English,,,"Since the mid-1990s, coral diseases have increased in number, species affected, and geographic extent. To date, 18 coral diseases, affecting at least 150 scleractinian, gorgonian, and hydrozoan zooxanthellate species, have been described from the Caribbean and the Indo-Pacific. These diseases are associated with pathogens including bacteria, cyanobacteria, fungi, and protists and with abiotic stressors including elevated seawater temperature, sedimentation, eutrophication, and pollution. Etiologies of only 5 of the 18 coral diseases have been determined through fulfillment of Koch's postulates. Corals and other invertebrates utilize innate immune mechanisms including physiochemical barriers and cellular and humoral defenses against pathogens. Here we review the described coral diseases, known etiologies, and efforts to determine unknown etiologies. We define disease terms, discuss the limitations of Koch's postulates, describe alternative techniques for identifying disease-causing organisms, and review coral immunology.","Publisher: Inter-Research | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,environmental stress;coral;review;Anthozoa;Pacific Ocean;Indian Ocean;Invertebrata;Scleractinia;Atlantic Ocean;Bacteria (microorganisms);invertebrate;Caribbean Sea;Cyanobacteria;Animalia;Fungi;immunology;Hydrozoa;etiology;disease;immune response;host-pathogen interaction;Gorgonia;epidemiology;Protista,,
rayyan-296974875,Remote sensing of coral reefs and their physical environment,2004,,,Marine Pollution Bulletin,0025326X,48,3,219--228,"Mumby, P.J. and Skirving, W. and Strong, A.E. and Hardy, J.T. and LeDrew, E.F. and Hochberg, E.J. and Stumpf, R.P. and David, L.T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242274435&doi=10.1016%2fj.marpolbul.2003.10.031&partnerID=40&md5=4ee435caee2d6bcc3cb32820153c8e77,English,,,"There has been a vast improvement in access to remotely sensed data in just a few recent years. This revolution of information is the result of heavy investment in new technology by governments and industry, rapid developments in computing power and storage, and easy dissemination of data over the internet. Today, remotely sensed data are available to virtually anyone with a desktop computer. Here, we review the status of one of the most popular areas of marine remote sensing research: coral reefs. Previous reviews have focused on the ability of remote sensing to map the structure and habitat composition of coral reefs, but have neglected to consider the physical environment in which reefs occur. We provide a holistic review of what can, might, and cannot be mapped using remote sensing at this time. We cover aspects of reef structure and health but also discuss the diversity of physical environmental data such as temperature, winds, solar radiation and water quality. There have been numerous recent advances in the remote sensing of reefs and we hope that this paper enhances awareness of the diverse data sources available, and helps practitioners identify realistic objectives for remote sensing in coral reef areas. © 2003 Elsevier Ltd. All rights reserved.","Publisher: Elsevier Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Remote sensing;Water quality;coral reef;Marine pollution;Reefs;review;geomorphology;measurement;Anthozoa;remote sensing;ultraviolet radiation;water quality;environmental temperature;ecology;habitat structure;technological development;solar radiation;Investments;technology;wind;ecological procedures;Coral reefs;Solar radiation;Data reduction;ecological equipment;experimentation;meteorology;Reef structure;Thermal effects;Wind effects;coral reefs,,
rayyan-296974876,Coral bleaching - {Capacity} for acclimatization and adaptation,2003,,,Advances in Marine Biology,652881,46,,183--223,"Coles, S.L. and Brown, B.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041779554&doi=10.1016%2fS0065-2881%2803%2946004-5&partnerID=40&md5=a05ce988499961bc70f7f484f2bff4bc,English,,,"Coral bleaching, i.e., loss of most of the symbiotic zooxanthellae normally found within coral tissue, has occurred with increasing frequency on coral reefs throughout the world in the last 20 years, mostly during periods of El Nino Southern Oscillation (ENSO). Experiments and observations indicate that coral bleaching results primarily from elevated seawater temperatures under high light conditions, which increases rates of biochemical reactions associated with zooxanthellar photosynthesis, producing toxic forms of oxygen that interfere with cellular processes. Published projections of a baseline of increasing ocean temperature resulting from global warming have suggested that annual temperature maxima within 30 years may be at levels that will cause frequent coral bleaching and widespread mortality leading to decline of corals as dominant organisms on reefs. However, these projections have not considered the high variability in bleaching response that occurs among corals both within and among species. There is information that corals and their symbionts may be capable of acclimatization and selective adaptation to elevated temperatures that have already resulted in bleaching resistant coral populations, both locally and regionally, in various areas of the world. There are possible mechanisms that might provide resistance and protection to increased temperature and light. These include inducible heat shock proteins that act in refolding denatured cellular and structural proteins, production of oxidative enzymes that inactivate harmful oxygen radicals, fluorescent coral pigments that both reflect and dissipate light energy, and phenotypic adaptations of zooxanthellae and adaptive shifts in their populations at higher temperatures. Such mechanisms, when considered in conjunction with experimental and observational evidence for coral recovery in areas that have undergone coral bleaching, suggest an as yet undefined capacity in corals and zooxanthellae to adapt to conditions that have induced coral bleaching. Clearly, there are limits to acclimatory processes that can counter coral bleaching resulting from elevated sea temperatures, but scientific models will not accurately predict the fate of reef corals until we have a better understanding of coral-algal acclimatization/adaptation potential. Research is particularly needed with respect to the molecular and physiological mechanisms that promote thermal tolerance in corals and zooxanthellae and identification of genetic characteristics responsible for the variety of responses that occur in a coral bleaching event. Only then will we have some idea of the nature of likely responses, the timescales involved and the role of 'experience' in modifying bleaching impact.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Environmental Monitoring;coral reef;animal;Animals;review;Anthozoa;physiology;environmental monitoring;symbiosis;acclimatization;Acclimatization;adaptation;coral bleaching;global warming;mortality;Symbiosis;water temperature;population dynamics;Population Dynamics;alga;Dinoflagellida;ecology;algae;acclimation;methodology;Ecology;Algae;pigmentation;Mortality;Pigmentation;Dinoflagellate,,
rayyan-296974878,"Climate change, human impacts, and the resilience of coral reefs",2003,,,Science,368075,301,5635,929--933,"Hughes, T.P. and Baird, A.H. and Bellwood, D.R. and Card, M. and Connolly, S.R. and Folke, C. and Grosberg, R. and Hoegh-Guldberg, O. and Jackson, J.B.C. and Kleypas, J. and Lough, J.M. and Marshall, P. and Nyström, M. and Palumbi, S.R. and P and olfi, J.M. and Rosen, B. and Roughgarden, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042242564&doi=10.1126%2fscience.1085046&partnerID=40&md5=2f1ce8dfff9b56f5163b4045eb4b8ecc,English,,,"The diversity, frequency, and scale of human impacts on coral reefs are increasing to the extent that reefs are threatened globally. Projected increases in carbon dioxide and temperature over the next 50 years exceed the conditions under which coral reefs have flourished over the past half-million years. However, reefs will change rather than disappear entirely, with some species already showing far greater tolerance to climate change and coral bleaching than others. International integration of management strategies that support reef resilience need to be vigorously implemented, and complemented by strong policy decisions to reduce the rate of global warming.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;climate change;ecosystem;Ecosystem;environmental impact;marine environment;Animals;human;Humans;Reefs;nonhuman;review;Anthozoa;Fishes;water pollution;environmental protection;environmental management;management;acclimatization;adaptation;Adaptation;research;coral bleaching;Conservation of Natural Resources;climate;Global warming;greenhouse effect;priority journal;water temperature;alga;genetic variability;fishing;human activity;algae;Biological;Management;Carbon dioxide;Climate;population size;resilience;Environment;Coral reefs;Greenhouse Effect;geology;Humanities;Humanism,,
rayyan-296974894,Can {Coral} {Reefs} {Be} {Monitored} from {Space}?,2003,,,Ambio,447447,32,8,586--593,"Philipson, P. and Lindell, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346936215&doi=10.1579%2f0044-7447-32.8.586&partnerID=40&md5=290cc1d2b45283374cfcfe564b2ccf4f,English,,,"The dramatic bleaching events on the coral reefs recently have enhanced the need for environmental monitoring. Remote sensing is an important constituent for monitoring of reefs, and an invaluable complement to field observations. This paper discusses the possibilities and limitations of present high resolution satellites for mapping and monitoring coral reefs. The sensors with the best spatial and radiometric resolution available today, e.g. IKONOS, can be useful for mapping and monitoring of reefs, but they are too costly for global surveys. However, our coral bleaching studies indicate that massive bleaching could be detected even from satellites with lower resolution, like Landsat, SPOT, and IRS. They could also be useful for coarser, from a spatial and thematic point of view, global mapping and updating purposes. A more detailed monitoring requires both better spatial resolution and spectral resolution than today's sensors. In the future, it is necessary to construct a more reef specific sensor with a few specially selected narrow bands and a good spatial, radiometric and temporal resolution.","Publisher: Kluwer Academic Publishers | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: duplicate,extracted",,Anthozoa;remote sensing;spatial resolution;environmental monitoring;coral bleaching;Animalia;spectral resolution,,
rayyan-296974900,Coral bleaching - {How} and why?,2003,,,Marine Pollution Bulletin,0025326X,46,4,385--392,"Douglas, A.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037389069&doi=10.1016%2fS0025-326X%2803%2900037-7&partnerID=40&md5=c0f16a786f9c3c8a4529a19a48057e48,English,,,"Bleaching refers to the loss of colour in symbioses between dinoflagellate algae of the genus Symbiodinium and marine benthic animals, e.g. corals. Bleaching generally results in depressed growth and increased mortality, and it can be considered as a deleterious physiological response or ailment. An explanatory framework for the causes of bleaching comprises three elements: the external factors or triggers of bleaching, e.g. elevated temperature; the symptoms, including elimination of algal cells and loss of algal pigment; and the mechanisms, which define the response of the symbiosis to the triggers, resulting in the observed symptoms. The extent to which bleaching in different symbioses and in response to different triggers involves common mechanisms is currently unknown, but a contribution of interactions between the algal and animal partners to bleaching is predicted. Symbioses vary in their susceptibility to bleaching as a result of genetic variation in Symbiodinium and acclimatory responses of the animal. The evolutionary explanation for bleaching is obscure. Perhaps, bleaching was of selective advantage to the animal hosts under different (more benign?) environmental conditions than the present, or bleaching may be a negative by-product of an otherwise advantageous symbiotic trait, such as the elimination of damaged algal cells. © 2003 Elsevier Science Ltd. All rights reserved.","Publisher: Elsevier Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;Marine pollution;sea pollution;coral;nonhuman;review;Anthozoa;symbiosis;acclimatization;coral bleaching;mortality;Bleaching;Coral bleaching;Dinophyceae;genetic variability;microorganism;survival;Symbiodinium;pollution;algae;genetic susceptibility;Animalia;zooxanthella;Algae;bacterial virulence;growth inhibition;temperature effect;temperature dependence;temperature sensitivity;Dinoflagellate;morphological adaptation;Pigments,,
rayyan-296974906,Bleaching of hermatypic corals,2002,,,Russian Journal of Marine Biology,10630740,28,,S32--S40,"Leletkin, V.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845200796&doi=10.1023%2fA%3a1021885805564&partnerID=40&md5=0621eb97a6296d5b871de136bc5fa614,English,,,"In this paper, I review data on the magnitude and extent of reef coral bleaching events and consider modern hypotheses on the mechanisms of this natural phenomenon and experimental data lying at their basis. Four possible mechanisms of color loss by hermatypic corals have been confirmed experimentally: bacterial infection, change of zooxanthellae type in the polyps to improve the heat resistance of the photosynthetic function of coral to elevated seawater temperature, intoxication of zooxanthellae by animal metabolic wastes at high temperature and light levels, and thermal and photodestruction of the animal and algal cells. The heating effect of photosynthetic active radiation on the zooxanthellar cells in coral polyps was verified theoretically. The calculations showed that in the natural environment, the additional light-induced heating of zooxanthellae is not above 0.01°C and that it cannot cause disruption of the animal and zooxanthellae symbiosis. © 2002 MAIK ""Nauka/Interperiodica"".","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;Anthozoa;coral bleaching;Bacteria (microorganisms);algae;Animalia;zooxanthella,,
